28, 70
103, 123
176, 41
16, 39
118, 39
81, 101
55, 45
131, 54
129, 63
90, 48
34, 97
18, 117
48, 47
152, 48
83, 77
22, 27
131, 87
113, 72
51, 62
128, 82
182, 150
19, 61
78, 65
132, 123
99, 38
8, 64
169, 99
38, 31
105, 118
61, 97
30, 24
71, 113
208, 98
47, 62
36, 59
121, 134
86, 19
126, 38
184, 98
105, 31
36, 45
84, 70
101, 44
119, 26
104, 127
32, 40
149, 81
24, 152
25, 76
101, 101
144, 55
37, 57
78, 46
105, 17
67, 47
152, 71
160, 136
69, 39
114, 34
65, 111
43, 87
39, 43
26, 75
15, 37
111, 37
69, 64
80, 43
72, 116
75, 7
68, 50
26, 72
135, 127
77, 27
36, 89
137, 121
84, 30
119, 48
20, 78
14, 20
43, 78
8, 80
69, 26
18, 23
56, 154
73, 36
102, 122
94, 105
57, 53
49, 54
171, 121
29, 57
157, 91
52, 72
59, 72
2, 67
95, 58
17, 25
65, 90
179, 80
87, 78
