27, 23 : 43, 235 : 154, 4 : 156, 105
99, 107 : 43, 235 : 154, 4 : 156, 105
147, 142 : 43, 235 : 154, 4 : 156, 105
76, 16 : 43, 235 : 154, 4 : 156, 105
109, 82 : 43, 235 : 154, 4 : 156, 105
114, 95 : 43, 235 : 154, 4 : 156, 105
12, 44 : 43, 235 : 154, 4 : 156, 105
60, 82 : 43, 235 : 154, 4 : 156, 105
81, 109 : 43, 235 : 154, 4 : 156, 105
93, 5 : 43, 235 : 154, 4 : 156, 105
94, 132 : 43, 235 : 154, 4 : 156, 105
88, 141 : 43, 235 : 154, 4 : 156, 105
34, 15 : 43, 235 : 154, 4 : 156, 105
101, 105 : 43, 235 : 154, 4 : 156, 105
159, 74 : 43, 235 : 154, 4 : 156, 105
44, 16 : 43, 235 : 154, 4 : 156, 105
165, 107 : 43, 235 : 154, 4 : 156, 105
44, 112 : 43, 235 : 154, 4 : 156, 105
48, 39 : 43, 235 : 154, 4 : 156, 105
88, 89 : 43, 235 : 154, 4 : 156, 105
49, 90 : 43, 235 : 154, 4 : 156, 105
30, 63 : 43, 235 : 154, 4 : 156, 105
53, 9 : 43, 235 : 154, 4 : 156, 105
100, 99 : 43, 235 : 154, 4 : 156, 105
47, 55 : 43, 235 : 154, 4 : 156, 105
30, 91 : 43, 235 : 154, 4 : 156, 105
137, 157 : 43, 235 : 154, 4 : 156, 105
40, 43 : 43, 235 : 154, 4 : 156, 105
83, 119 : 43, 235 : 154, 4 : 156, 105
174, 93 : 43, 235 : 154, 4 : 156, 105
28, 50 : 43, 235 : 154, 4 : 156, 105
81, 124 : 43, 235 : 154, 4 : 156, 105
172, 20 : 43, 235 : 154, 4 : 156, 105
66, 68 : 43, 235 : 154, 4 : 156, 105
51, 94 : 43, 235 : 154, 4 : 156, 105
74, 46 : 43, 235 : 154, 4 : 156, 105
33, 41 : 43, 235 : 154, 4 : 156, 105
144, 123 : 43, 235 : 154, 4 : 156, 105
138, 75 : 43, 235 : 154, 4 : 156, 105
45, 36 : 43, 235 : 154, 4 : 156, 105
83, 93 : 43, 235 : 154, 4 : 156, 105
185, 124 : 43, 235 : 154, 4 : 156, 105
29, 59 : 43, 235 : 154, 4 : 156, 105
59, 100 : 43, 235 : 154, 4 : 156, 105
63, 26 : 43, 235 : 154, 4 : 156, 105
74, 60 : 43, 235 : 154, 4 : 156, 105
20, 46 : 43, 235 : 154, 4 : 156, 105
40, 129 : 43, 235 : 154, 4 : 156, 105
74, 56 : 43, 235 : 154, 4 : 156, 105
64, 70 : 43, 235 : 154, 4 : 156, 105
108, 82 : 43, 235 : 154, 4 : 156, 105
87, 26 : 43, 235 : 154, 4 : 156, 105
85, 47 : 43, 235 : 154, 4 : 156, 105
119, 65 : 43, 235 : 154, 4 : 156, 105
66, 44 : 43, 235 : 154, 4 : 156, 105
130, 38 : 43, 235 : 154, 4 : 156, 105
21, 88 : 43, 235 : 154, 4 : 156, 105
66, 63 : 43, 235 : 154, 4 : 156, 105
116, 26 : 43, 235 : 154, 4 : 156, 105
168, 123 : 43, 235 : 154, 4 : 156, 105
56, 50 : 43, 235 : 154, 4 : 156, 105
50, 55 : 43, 235 : 154, 4 : 156, 105
83, 73 : 43, 235 : 154, 4 : 156, 105
55, 79 : 43, 235 : 154, 4 : 156, 105
168, 52 : 43, 235 : 154, 4 : 156, 105
143, 84 : 43, 235 : 154, 4 : 156, 105
74, 34 : 43, 235 : 154, 4 : 156, 105
35, 80 : 43, 235 : 154, 4 : 156, 105
34, 152 : 43, 235 : 154, 4 : 156, 105
78, 12 : 43, 235 : 154, 4 : 156, 105
147, 119 : 43, 235 : 154, 4 : 156, 105
72, 121 : 43, 235 : 154, 4 : 156, 105
41, 52 : 43, 235 : 154, 4 : 156, 105
116, 13 : 43, 235 : 154, 4 : 156, 105
38, 122 : 43, 235 : 154, 4 : 156, 105
41, 45 : 43, 235 : 154, 4 : 156, 105
41, 105 : 43, 235 : 154, 4 : 156, 105
101, 140 : 43, 235 : 154, 4 : 156, 105
96, 66 : 43, 235 : 154, 4 : 156, 105
172, 47 : 43, 235 : 154, 4 : 156, 105
105, 149 : 43, 235 : 154, 4 : 156, 105
28, 69 : 43, 235 : 154, 4 : 156, 105
115, 69 : 43, 235 : 154, 4 : 156, 105
51, 129 : 43, 235 : 154, 4 : 156, 105
92, 70 : 43, 235 : 154, 4 : 156, 105
103, 34 : 43, 235 : 154, 4 : 156, 105
170, 60 : 43, 235 : 154, 4 : 156, 105
30, 82 : 43, 235 : 154, 4 : 156, 105
122, 13 : 43, 235 : 154, 4 : 156, 105
105, 123 : 43, 235 : 154, 4 : 156, 105
57, 16 : 43, 235 : 154, 4 : 156, 105
103, 71 : 43, 235 : 154, 4 : 156, 105
205, 135 : 43, 235 : 154, 4 : 156, 105
34, 52 : 43, 235 : 154, 4 : 156, 105
50, 98 : 43, 235 : 154, 4 : 156, 105
70, 130 : 43, 235 : 154, 4 : 156, 105
16, 22 : 43, 235 : 154, 4 : 156, 105
111, 28 : 43, 235 : 154, 4 : 156, 105
165, 74 : 43, 235 : 154, 4 : 156, 105
38, 72 : 43, 235 : 154, 4 : 156, 105
