61, 28 : 43, 235 : 154, 4 : 156, 105
108, 53 : 43, 235 : 154, 4 : 156, 105
107, 85 : 43, 235 : 154, 4 : 156, 105
66, 17 : 43, 235 : 154, 4 : 156, 105
154, 68 : 43, 235 : 154, 4 : 156, 105
141, 98 : 43, 235 : 154, 4 : 156, 105
36, 59 : 43, 235 : 154, 4 : 156, 105
88, 64 : 43, 235 : 154, 4 : 156, 105
44, 110 : 43, 235 : 154, 4 : 156, 105
30, 43 : 43, 235 : 154, 4 : 156, 105
130, 92 : 43, 235 : 154, 4 : 156, 105
95, 88 : 43, 235 : 154, 4 : 156, 105
27, 64 : 43, 235 : 154, 4 : 156, 105
51, 42 : 43, 235 : 154, 4 : 156, 105
216, 105 : 43, 235 : 154, 4 : 156, 105
46, 38 : 43, 235 : 154, 4 : 156, 105
88, 64 : 43, 235 : 154, 4 : 156, 105
44, 150 : 43, 235 : 154, 4 : 156, 105
99, 42 : 43, 235 : 154, 4 : 156, 105
113, 68 : 43, 235 : 154, 4 : 156, 105
130, 48 : 43, 235 : 154, 4 : 156, 105
39, 64 : 43, 235 : 154, 4 : 156, 105
134, 42 : 43, 235 : 154, 4 : 156, 105
155, 114 : 43, 235 : 154, 4 : 156, 105
71, 68 : 43, 235 : 154, 4 : 156, 105
79, 112 : 43, 235 : 154, 4 : 156, 105
105, 80 : 43, 235 : 154, 4 : 156, 105
62, 57 : 43, 235 : 154, 4 : 156, 105
88, 82 : 43, 235 : 154, 4 : 156, 105
184, 46 : 43, 235 : 154, 4 : 156, 105
61, 43 : 43, 235 : 154, 4 : 156, 105
127, 51 : 43, 235 : 154, 4 : 156, 105
110, 103 : 43, 235 : 154, 4 : 156, 105
22, 53 : 43, 235 : 154, 4 : 156, 105
113, 61 : 43, 235 : 154, 4 : 156, 105
49, 42 : 43, 235 : 154, 4 : 156, 105
24, 49 : 43, 235 : 154, 4 : 156, 105
114, 64 : 43, 235 : 154, 4 : 156, 105
109, 74 : 43, 235 : 154, 4 : 156, 105
51, 13 : 43, 235 : 154, 4 : 156, 105
90, 68 : 43, 235 : 154, 4 : 156, 105
96, 115 : 43, 235 : 154, 4 : 156, 105
50, 42 : 43, 235 : 154, 4 : 156, 105
130, 43 : 43, 235 : 154, 4 : 156, 105
209, 16 : 43, 235 : 154, 4 : 156, 105
80, 33 : 43, 235 : 154, 4 : 156, 105
125, 92 : 43, 235 : 154, 4 : 156, 105
196, 51 : 43, 235 : 154, 4 : 156, 105
93, 52 : 43, 235 : 154, 4 : 156, 105
107, 69 : 43, 235 : 154, 4 : 156, 105
183, 70 : 43, 235 : 154, 4 : 156, 105
69, 9 : 43, 235 : 154, 4 : 156, 105
116, 113 : 43, 235 : 154, 4 : 156, 105
78, 128 : 43, 235 : 154, 4 : 156, 105
96, 39 : 43, 235 : 154, 4 : 156, 105
92, 86 : 43, 235 : 154, 4 : 156, 105
165, 100 : 43, 235 : 154, 4 : 156, 105
48, 54 : 43, 235 : 154, 4 : 156, 105
69, 92 : 43, 235 : 154, 4 : 156, 105
73, 122 : 43, 235 : 154, 4 : 156, 105
67, 47 : 43, 235 : 154, 4 : 156, 105
48, 112 : 43, 235 : 154, 4 : 156, 105
184, 51 : 43, 235 : 154, 4 : 156, 105
51, 16 : 43, 235 : 154, 4 : 156, 105
119, 51 : 43, 235 : 154, 4 : 156, 105
146, 57 : 43, 235 : 154, 4 : 156, 105
75, 62 : 43, 235 : 154, 4 : 156, 105
101, 59 : 43, 235 : 154, 4 : 156, 105
18, 86 : 43, 235 : 154, 4 : 156, 105
28, 41 : 43, 235 : 154, 4 : 156, 105
101, 31 : 43, 235 : 154, 4 : 156, 105
90, 124 : 43, 235 : 154, 4 : 156, 105
38, 59 : 43, 235 : 154, 4 : 156, 105
80, 105 : 43, 235 : 154, 4 : 156, 105
107, 168 : 43, 235 : 154, 4 : 156, 105
28, 47 : 43, 235 : 154, 4 : 156, 105
65, 49 : 43, 235 : 154, 4 : 156, 105
178, 133 : 43, 235 : 154, 4 : 156, 105
66, 42 : 43, 235 : 154, 4 : 156, 105
113, 101 : 43, 235 : 154, 4 : 156, 105
128, 104 : 43, 235 : 154, 4 : 156, 105
74, 26 : 43, 235 : 154, 4 : 156, 105
88, 49 : 43, 235 : 154, 4 : 156, 105
107, 97 : 43, 235 : 154, 4 : 156, 105
65, 8 : 43, 235 : 154, 4 : 156, 105
132, 110 : 43, 235 : 154, 4 : 156, 105
221, 123 : 43, 235 : 154, 4 : 156, 105
62, 29 : 43, 235 : 154, 4 : 156, 105
5, 44 : 43, 235 : 154, 4 : 156, 105
196, 140 : 43, 235 : 154, 4 : 156, 105
98, 38 : 43, 235 : 154, 4 : 156, 105
39, 107 : 43, 235 : 154, 4 : 156, 105
181, 62 : 43, 235 : 154, 4 : 156, 105
26, 43 : 43, 235 : 154, 4 : 156, 105
136, 84 : 43, 235 : 154, 4 : 156, 105
139, 52 : 43, 235 : 154, 4 : 156, 105
53, 33 : 43, 235 : 154, 4 : 156, 105
139, 103 : 43, 235 : 154, 4 : 156, 105
28, 136 : 43, 235 : 154, 4 : 156, 105
43, 44 : 43, 235 : 154, 4 : 156, 105
