21, 13
131, 72
138, 26
60, 24
69, 101
35, 106
43, 72
93, 69
124, 62
89, 47
169, 30
193, 63
39, 43
45, 45
180, 47
78, 45
95, 99
130, 94
31, 14
81, 72
80, 32
27, 42
128, 82
195, 59
50, 65
125, 79
45, 136
57, 62
29, 62
174, 33
54, 15
68, 59
81, 101
85, 30
98, 34
167, 52
54, 36
34, 94
148, 104
76, 39
43, 62
40, 152
28, 56
47, 93
144, 21
29, 52
31, 105
157, 15
69, 28
145, 71
71, 69
72, 47
55, 12
195, 120
47, 81
102, 66
17, 74
70, 18
139, 56
58, 59
92, 52
67, 23
184, 22
79, 74
93, 60
134, 26
69, 53
83, 97
201, 159
85, 77
145, 123
59, 127
76, 69
50, 104
111, 84
46, 35
128, 74
44, 73
80, 82
94, 54
177, 59
65, 39
119, 38
46, 43
82, 23
114, 58
200, 35
41, 63
141, 92
84, 34
45, 55
64, 46
120, 139
94, 42
35, 106
137, 121
41, 31
59, 73
28, 71
23, 51
