53, 38 : 43, 235 : 154, 4 : 156, 105
132, 93 : 43, 235 : 154, 4 : 156, 105
65, 22 : 43, 235 : 154, 4 : 156, 105
57, 60 : 43, 235 : 154, 4 : 156, 105
85, 25 : 43, 235 : 154, 4 : 156, 105
152, 44 : 43, 235 : 154, 4 : 156, 105
79, 40 : 43, 235 : 154, 4 : 156, 105
121, 64 : 43, 235 : 154, 4 : 156, 105
178, 131 : 43, 235 : 154, 4 : 156, 105
7, 40 : 43, 235 : 154, 4 : 156, 105
112, 3 : 43, 235 : 154, 4 : 156, 105
211, 41 : 43, 235 : 154, 4 : 156, 105
10, 43 : 43, 235 : 154, 4 : 156, 105
117, 22 : 43, 235 : 154, 4 : 156, 105
64, 43 : 43, 235 : 154, 4 : 156, 105
88, 23 : 43, 235 : 154, 4 : 156, 105
119, 45 : 43, 235 : 154, 4 : 156, 105
40, 52 : 43, 235 : 154, 4 : 156, 105
83, 45 : 43, 235 : 154, 4 : 156, 105
132, 37 : 43, 235 : 154, 4 : 156, 105
201, 137 : 43, 235 : 154, 4 : 156, 105
44, 37 : 43, 235 : 154, 4 : 156, 105
61, 69 : 43, 235 : 154, 4 : 156, 105
103, 108 : 43, 235 : 154, 4 : 156, 105
61, 57 : 43, 235 : 154, 4 : 156, 105
25, 100 : 43, 235 : 154, 4 : 156, 105
149, 122 : 43, 235 : 154, 4 : 156, 105
83, 86 : 43, 235 : 154, 4 : 156, 105
95, 109 : 43, 235 : 154, 4 : 156, 105
143, 61 : 43, 235 : 154, 4 : 156, 105
51, 58 : 43, 235 : 154, 4 : 156, 105
114, 86 : 43, 235 : 154, 4 : 156, 105
168, 112 : 43, 235 : 154, 4 : 156, 105
75, 29 : 43, 235 : 154, 4 : 156, 105
67, 18 : 43, 235 : 154, 4 : 156, 105
159, 89 : 43, 235 : 154, 4 : 156, 105
33, 25 : 43, 235 : 154, 4 : 156, 105
156, 19 : 43, 235 : 154, 4 : 156, 105
86, 77 : 43, 235 : 154, 4 : 156, 105
78, 78 : 43, 235 : 154, 4 : 156, 105
28, 4 : 43, 235 : 154, 4 : 156, 105
117, 3 : 43, 235 : 154, 4 : 156, 105
25, 85 : 43, 235 : 154, 4 : 156, 105
6, 105 : 43, 235 : 154, 4 : 156, 105
66, 63 : 43, 235 : 154, 4 : 156, 105
74, 16 : 43, 235 : 154, 4 : 156, 105
57, 47 : 43, 235 : 154, 4 : 156, 105
196, 109 : 43, 235 : 154, 4 : 156, 105
39, 25 : 43, 235 : 154, 4 : 156, 105
154, 32 : 43, 235 : 154, 4 : 156, 105
194, 52 : 43, 235 : 154, 4 : 156, 105
35, 45 : 43, 235 : 154, 4 : 156, 105
56, 87 : 43, 235 : 154, 4 : 156, 105
138, 46 : 43, 235 : 154, 4 : 156, 105
49, 33 : 43, 235 : 154, 4 : 156, 105
139, 83 : 43, 235 : 154, 4 : 156, 105
88, 104 : 43, 235 : 154, 4 : 156, 105
79, 58 : 43, 235 : 154, 4 : 156, 105
108, 118 : 43, 235 : 154, 4 : 156, 105
17, 22 : 43, 235 : 154, 4 : 156, 105
90, 44 : 43, 235 : 154, 4 : 156, 105
112, 70 : 43, 235 : 154, 4 : 156, 105
225, 101 : 43, 235 : 154, 4 : 156, 105
69, 44 : 43, 235 : 154, 4 : 156, 105
87, 86 : 43, 235 : 154, 4 : 156, 105
81, 61 : 43, 235 : 154, 4 : 156, 105
10, 57 : 43, 235 : 154, 4 : 156, 105
133, 112 : 43, 235 : 154, 4 : 156, 105
52, 148 : 43, 235 : 154, 4 : 156, 105
111, 43 : 43, 235 : 154, 4 : 156, 105
107, 99 : 43, 235 : 154, 4 : 156, 105
134, 155 : 43, 235 : 154, 4 : 156, 105
43, 1 : 43, 235 : 154, 4 : 156, 105
86, 73 : 43, 235 : 154, 4 : 156, 105
48, 77 : 43, 235 : 154, 4 : 156, 105
96, 57 : 43, 235 : 154, 4 : 156, 105
79, 37 : 43, 235 : 154, 4 : 156, 105
65, 120 : 43, 235 : 154, 4 : 156, 105
71, 51 : 43, 235 : 154, 4 : 156, 105
152, 108 : 43, 235 : 154, 4 : 156, 105
104, 89 : 43, 235 : 154, 4 : 156, 105
58, 39 : 43, 235 : 154, 4 : 156, 105
43, 82 : 43, 235 : 154, 4 : 156, 105
210, 97 : 43, 235 : 154, 4 : 156, 105
18, 60 : 43, 235 : 154, 4 : 156, 105
88, 69 : 43, 235 : 154, 4 : 156, 105
176, 79 : 43, 235 : 154, 4 : 156, 105
33, 55 : 43, 235 : 154, 4 : 156, 105
81, 86 : 43, 235 : 154, 4 : 156, 105
38, 10 : 43, 235 : 154, 4 : 156, 105
18, 12 : 43, 235 : 154, 4 : 156, 105
48, 36 : 43, 235 : 154, 4 : 156, 105
104, 83 : 43, 235 : 154, 4 : 156, 105
68, 72 : 43, 235 : 154, 4 : 156, 105
71, 85 : 43, 235 : 154, 4 : 156, 105
149, 156 : 43, 235 : 154, 4 : 156, 105
83, 28 : 43, 235 : 154, 4 : 156, 105
46, 95 : 43, 235 : 154, 4 : 156, 105
216, 148 : 43, 235 : 154, 4 : 156, 105
28, 23 : 43, 235 : 154, 4 : 156, 105
