45, 47
54, 132
126, 120
39, 62
52, 65
154, 91
19, 24
65, 38
162, 111
86, 31
134, 30
167, 39
72, 39
152, 25
190, 57
36, 57
100, 50
108, 143
52, 27
163, 109
178, 94
33, 23
80, 52
227, 63
32, 39
119, 97
139, 146
87, 16
72, 52
189, 91
55, 37
165, 99
71, 132
100, 50
27, 47
91, 131
31, 36
90, 41
179, 44
15, 32
124, 35
110, 102
49, 34
44, 37
76, 98
73, 47
42, 59
60, 43
27, 66
89, 95
224, 70
49, 35
78, 125
169, 13
56, 40
65, 52
190, 105
21, 40
108, 72
85, 146
58, 59
129, 87
224, 23
74, 35
152, 67
85, 139
77, 68
96, 89
27, 62
33, 24
90, 71
69, 2
78, 43
55, 70
178, 149
42, 83
30, 74
148, 112
21, 39
58, 98
29, 65
63, 36
136, 23
22, 55
72, 46
149, 87
190, 78
37, 21
24, 109
143, 95
58, 52
91, 19
170, 116
100, 26
94, 31
143, 83
89, 45
129, 78
116, 100
57, 35
