95, 61 : 43, 235 : 154, 4 : 156, 105
46, 75 : 43, 235 : 154, 4 : 156, 105
71, 73 : 43, 235 : 154, 4 : 156, 105
97, 62 : 43, 235 : 154, 4 : 156, 105
54, 89 : 43, 235 : 154, 4 : 156, 105
235, 1 : 43, 235 : 154, 4 : 156, 105
63, 15 : 43, 235 : 154, 4 : 156, 105
73, 68 : 43, 235 : 154, 4 : 156, 105
228, 53 : 43, 235 : 154, 4 : 156, 105
31, 77 : 43, 235 : 154, 4 : 156, 105
69, 57 : 43, 235 : 154, 4 : 156, 105
192, 58 : 43, 235 : 154, 4 : 156, 105
32, 46 : 43, 235 : 154, 4 : 156, 105
78, 57 : 43, 235 : 154, 4 : 156, 105
112, 73 : 43, 235 : 154, 4 : 156, 105
36, 37 : 43, 235 : 154, 4 : 156, 105
88, 96 : 43, 235 : 154, 4 : 156, 105
47, 115 : 43, 235 : 154, 4 : 156, 105
55, 71 : 43, 235 : 154, 4 : 156, 105
68, 38 : 43, 235 : 154, 4 : 156, 105
148, 95 : 43, 235 : 154, 4 : 156, 105
33, 68 : 43, 235 : 154, 4 : 156, 105
160, 79 : 43, 235 : 154, 4 : 156, 105
190, 42 : 43, 235 : 154, 4 : 156, 105
44, 50 : 43, 235 : 154, 4 : 156, 105
93, 57 : 43, 235 : 154, 4 : 156, 105
153, 57 : 43, 235 : 154, 4 : 156, 105
31, 31 : 43, 235 : 154, 4 : 156, 105
44, 80 : 43, 235 : 154, 4 : 156, 105
82, 107 : 43, 235 : 154, 4 : 156, 105
66, 38 : 43, 235 : 154, 4 : 156, 105
50, 111 : 43, 235 : 154, 4 : 156, 105
118, 110 : 43, 235 : 154, 4 : 156, 105
64, 72 : 43, 235 : 154, 4 : 156, 105
112, 102 : 43, 235 : 154, 4 : 156, 105
204, 39 : 43, 235 : 154, 4 : 156, 105
48, 62 : 43, 235 : 154, 4 : 156, 105
117, 74 : 43, 235 : 154, 4 : 156, 105
138, 46 : 43, 235 : 154, 4 : 156, 105
54, 41 : 43, 235 : 154, 4 : 156, 105
162, 46 : 43, 235 : 154, 4 : 156, 105
123, 132 : 43, 235 : 154, 4 : 156, 105
50, 17 : 43, 235 : 154, 4 : 156, 105
130, 69 : 43, 235 : 154, 4 : 156, 105
124, 155 : 43, 235 : 154, 4 : 156, 105
60, 47 : 43, 235 : 154, 4 : 156, 105
106, 37 : 43, 235 : 154, 4 : 156, 105
150, 100 : 43, 235 : 154, 4 : 156, 105
96, 19 : 43, 235 : 154, 4 : 156, 105
107, 32 : 43, 235 : 154, 4 : 156, 105
216, 61 : 43, 235 : 154, 4 : 156, 105
30, 61 : 43, 235 : 154, 4 : 156, 105
103, 41 : 43, 235 : 154, 4 : 156, 105
40, 152 : 43, 235 : 154, 4 : 156, 105
51, 76 : 43, 235 : 154, 4 : 156, 105
60, 30 : 43, 235 : 154, 4 : 156, 105
110, 151 : 43, 235 : 154, 4 : 156, 105
76, 61 : 43, 235 : 154, 4 : 156, 105
62, 44 : 43, 235 : 154, 4 : 156, 105
52, 52 : 43, 235 : 154, 4 : 156, 105
54, 40 : 43, 235 : 154, 4 : 156, 105
27, 29 : 43, 235 : 154, 4 : 156, 105
92, 31 : 43, 235 : 154, 4 : 156, 105
30, 38 : 43, 235 : 154, 4 : 156, 105
62, 80 : 43, 235 : 154, 4 : 156, 105
67, 115 : 43, 235 : 154, 4 : 156, 105
20, 26 : 43, 235 : 154, 4 : 156, 105
143, 86 : 43, 235 : 154, 4 : 156, 105
188, 75 : 43, 235 : 154, 4 : 156, 105
48, 52 : 43, 235 : 154, 4 : 156, 105
55, 96 : 43, 235 : 154, 4 : 156, 105
114, 96 : 43, 235 : 154, 4 : 156, 105
79, 21 : 43, 235 : 154, 4 : 156, 105
25, 42 : 43, 235 : 154, 4 : 156, 105
206, 91 : 43, 235 : 154, 4 : 156, 105
30, 5 : 43, 235 : 154, 4 : 156, 105
133, 49 : 43, 235 : 154, 4 : 156, 105
40, 124 : 43, 235 : 154, 4 : 156, 105
65, 52 : 43, 235 : 154, 4 : 156, 105
45, 43 : 43, 235 : 154, 4 : 156, 105
211, 69 : 43, 235 : 154, 4 : 156, 105
32, 19 : 43, 235 : 154, 4 : 156, 105
32, 58 : 43, 235 : 154, 4 : 156, 105
91, 81 : 43, 235 : 154, 4 : 156, 105
17, 54 : 43, 235 : 154, 4 : 156, 105
141, 67 : 43, 235 : 154, 4 : 156, 105
138, 117 : 43, 235 : 154, 4 : 156, 105
66, 45 : 43, 235 : 154, 4 : 156, 105
96, 122 : 43, 235 : 154, 4 : 156, 105
208, 102 : 43, 235 : 154, 4 : 156, 105
71, 36 : 43, 235 : 154, 4 : 156, 105
78, 12 : 43, 235 : 154, 4 : 156, 105
194, 85 : 43, 235 : 154, 4 : 156, 105
38, 42 : 43, 235 : 154, 4 : 156, 105
155, 93 : 43, 235 : 154, 4 : 156, 105
30, 151 : 43, 235 : 154, 4 : 156, 105
83, 69 : 43, 235 : 154, 4 : 156, 105
85, 78 : 43, 235 : 154, 4 : 156, 105
67, 53 : 43, 235 : 154, 4 : 156, 105
39, 91 : 43, 235 : 154, 4 : 156, 105
