31, 57 : 43, 235 : 154, 4 : 156, 105
36, 60 : 43, 235 : 154, 4 : 156, 105
110, 82 : 43, 235 : 154, 4 : 156, 105
84, 22 : 43, 235 : 154, 4 : 156, 105
116, 68 : 43, 235 : 154, 4 : 156, 105
171, 61 : 43, 235 : 154, 4 : 156, 105
58, 18 : 43, 235 : 154, 4 : 156, 105
66, 35 : 43, 235 : 154, 4 : 156, 105
114, 111 : 43, 235 : 154, 4 : 156, 105
18, 25 : 43, 235 : 154, 4 : 156, 105
94, 110 : 43, 235 : 154, 4 : 156, 105
202, 97 : 43, 235 : 154, 4 : 156, 105
68, 48 : 43, 235 : 154, 4 : 156, 105
109, 77 : 43, 235 : 154, 4 : 156, 105
226, 132 : 43, 235 : 154, 4 : 156, 105
40, 61 : 43, 235 : 154, 4 : 156, 105
132, 55 : 43, 235 : 154, 4 : 156, 105
52, 102 : 43, 235 : 154, 4 : 156, 105
63, 39 : 43, 235 : 154, 4 : 156, 105
43, 113 : 43, 235 : 154, 4 : 156, 105
198, 145 : 43, 235 : 154, 4 : 156, 105
78, 47 : 43, 235 : 154, 4 : 156, 105
43, 63 : 43, 235 : 154, 4 : 156, 105
102, 99 : 43, 235 : 154, 4 : 156, 105
71, 30 : 43, 235 : 154, 4 : 156, 105
157, 51 : 43, 235 : 154, 4 : 156, 105
104, 46 : 43, 235 : 154, 4 : 156, 105
76, 37 : 43, 235 : 154, 4 : 156, 105
116, 19 : 43, 235 : 154, 4 : 156, 105
160, 118 : 43, 235 : 154, 4 : 156, 105
60, 3 : 43, 235 : 154, 4 : 156, 105
36, 22 : 43, 235 : 154, 4 : 156, 105
63, 97 : 43, 235 : 154, 4 : 156, 105
59, 7 : 43, 235 : 154, 4 : 156, 105
90, 48 : 43, 235 : 154, 4 : 156, 105
79, 139 : 43, 235 : 154, 4 : 156, 105
12, 26 : 43, 235 : 154, 4 : 156, 105
46, 61 : 43, 235 : 154, 4 : 156, 105
123, 148 : 43, 235 : 154, 4 : 156, 105
17, 57 : 43, 235 : 154, 4 : 156, 105
142, 71 : 43, 235 : 154, 4 : 156, 105
132, 61 : 43, 235 : 154, 4 : 156, 105
28, 45 : 43, 235 : 154, 4 : 156, 105
46, 85 : 43, 235 : 154, 4 : 156, 105
205, 73 : 43, 235 : 154, 4 : 156, 105
53, 27 : 43, 235 : 154, 4 : 156, 105
161, 70 : 43, 235 : 154, 4 : 156, 105
68, 14 : 43, 235 : 154, 4 : 156, 105
63, 46 : 43, 235 : 154, 4 : 156, 105
115, 46 : 43, 235 : 154, 4 : 156, 105
87, 74 : 43, 235 : 154, 4 : 156, 105
94, 18 : 43, 235 : 154, 4 : 156, 105
99, 50 : 43, 235 : 154, 4 : 156, 105
129, 103 : 43, 235 : 154, 4 : 156, 105
42, 47 : 43, 235 : 154, 4 : 156, 105
151, 133 : 43, 235 : 154, 4 : 156, 105
104, 159 : 43, 235 : 154, 4 : 156, 105
33, 33 : 43, 235 : 154, 4 : 156, 105
118, 96 : 43, 235 : 154, 4 : 156, 105
54, 22 : 43, 235 : 154, 4 : 156, 105
38, 43 : 43, 235 : 154, 4 : 156, 105
136, 78 : 43, 235 : 154, 4 : 156, 105
179, 70 : 43, 235 : 154, 4 : 156, 105
51, 23 : 43, 235 : 154, 4 : 156, 105
91, 77 : 43, 235 : 154, 4 : 156, 105
125, 81 : 43, 235 : 154, 4 : 156, 105
35, 2 : 43, 235 : 154, 4 : 156, 105
133, 87 : 43, 235 : 154, 4 : 156, 105
214, 73 : 43, 235 : 154, 4 : 156, 105
49, 48 : 43, 235 : 154, 4 : 156, 105
15, 48 : 43, 235 : 154, 4 : 156, 105
77, 72 : 43, 235 : 154, 4 : 156, 105
62, 39 : 43, 235 : 154, 4 : 156, 105
48, 56 : 43, 235 : 154, 4 : 156, 105
103, 85 : 43, 235 : 154, 4 : 156, 105
79, 29 : 43, 235 : 154, 4 : 156, 105
54, 71 : 43, 235 : 154, 4 : 156, 105
166, 107 : 43, 235 : 154, 4 : 156, 105
70, 71 : 43, 235 : 154, 4 : 156, 105
74, 35 : 43, 235 : 154, 4 : 156, 105
106, 108 : 43, 235 : 154, 4 : 156, 105
56, 54 : 43, 235 : 154, 4 : 156, 105
28, 93 : 43, 235 : 154, 4 : 156, 105
149, 120 : 43, 235 : 154, 4 : 156, 105
70, 48 : 43, 235 : 154, 4 : 156, 105
24, 64 : 43, 235 : 154, 4 : 156, 105
64, 116 : 43, 235 : 154, 4 : 156, 105
49, 85 : 43, 235 : 154, 4 : 156, 105
124, 109 : 43, 235 : 154, 4 : 156, 105
21, 132 : 43, 235 : 154, 4 : 156, 105
111, 38 : 43, 235 : 154, 4 : 156, 105
111, 92 : 43, 235 : 154, 4 : 156, 105
145, 39 : 43, 235 : 154, 4 : 156, 105
27, 48 : 43, 235 : 154, 4 : 156, 105
53, 74 : 43, 235 : 154, 4 : 156, 105
201, 113 : 43, 235 : 154, 4 : 156, 105
64, 54 : 43, 235 : 154, 4 : 156, 105
67, 105 : 43, 235 : 154, 4 : 156, 105
144, 81 : 43, 235 : 154, 4 : 156, 105
103, 29 : 43, 235 : 154, 4 : 156, 105
