38, 37 : 43, 235 : 154, 4 : 156, 105
168, 58 : 43, 235 : 154, 4 : 156, 105
111, 41 : 43, 235 : 154, 4 : 156, 105
40, 77 : 43, 235 : 154, 4 : 156, 105
136, 73 : 43, 235 : 154, 4 : 156, 105
140, 84 : 43, 235 : 154, 4 : 156, 105
58, 72 : 43, 235 : 154, 4 : 156, 105
78, 42 : 43, 235 : 154, 4 : 156, 105
32, 129 : 43, 235 : 154, 4 : 156, 105
83, 58 : 43, 235 : 154, 4 : 156, 105
111, 25 : 43, 235 : 154, 4 : 156, 105
47, 73 : 43, 235 : 154, 4 : 156, 105
85, 63 : 43, 235 : 154, 4 : 156, 105
121, 93 : 43, 235 : 154, 4 : 156, 105
1, 166 : 43, 235 : 154, 4 : 156, 105
62, 36 : 43, 235 : 154, 4 : 156, 105
101, 48 : 43, 235 : 154, 4 : 156, 105
233, 95 : 43, 235 : 154, 4 : 156, 105
29, 63 : 43, 235 : 154, 4 : 156, 105
85, 29 : 43, 235 : 154, 4 : 156, 105
118, 64 : 43, 235 : 154, 4 : 156, 105
79, 57 : 43, 235 : 154, 4 : 156, 105
40, 82 : 43, 235 : 154, 4 : 156, 105
182, 125 : 43, 235 : 154, 4 : 156, 105
67, 70 : 43, 235 : 154, 4 : 156, 105
68, 84 : 43, 235 : 154, 4 : 156, 105
43, 14 : 43, 235 : 154, 4 : 156, 105
57, 69 : 43, 235 : 154, 4 : 156, 105
137, 108 : 43, 235 : 154, 4 : 156, 105
42, 71 : 43, 235 : 154, 4 : 156, 105
82, 20 : 43, 235 : 154, 4 : 156, 105
37, 18 : 43, 235 : 154, 4 : 156, 105
207, 29 : 43, 235 : 154, 4 : 156, 105
73, 14 : 43, 235 : 154, 4 : 156, 105
66, 93 : 43, 235 : 154, 4 : 156, 105
47, 71 : 43, 235 : 154, 4 : 156, 105
8, 29 : 43, 235 : 154, 4 : 156, 105
46, 115 : 43, 235 : 154, 4 : 156, 105
155, 74 : 43, 235 : 154, 4 : 156, 105
28, 46 : 43, 235 : 154, 4 : 156, 105
151, 51 : 43, 235 : 154, 4 : 156, 105
214, 58 : 43, 235 : 154, 4 : 156, 105
40, 52 : 43, 235 : 154, 4 : 156, 105
143, 80 : 43, 235 : 154, 4 : 156, 105
97, 58 : 43, 235 : 154, 4 : 156, 105
44, 55 : 43, 235 : 154, 4 : 156, 105
130, 128 : 43, 235 : 154, 4 : 156, 105
187, 151 : 43, 235 : 154, 4 : 156, 105
58, 27 : 43, 235 : 154, 4 : 156, 105
46, 77 : 43, 235 : 154, 4 : 156, 105
94, 59 : 43, 235 : 154, 4 : 156, 105
19, 44 : 43, 235 : 154, 4 : 156, 105
102, 111 : 43, 235 : 154, 4 : 156, 105
147, 36 : 43, 235 : 154, 4 : 156, 105
24, 41 : 43, 235 : 154, 4 : 156, 105
137, 37 : 43, 235 : 154, 4 : 156, 105
109, 30 : 43, 235 : 154, 4 : 156, 105
41, 56 : 43, 235 : 154, 4 : 156, 105
90, 53 : 43, 235 : 154, 4 : 156, 105
140, 83 : 43, 235 : 154, 4 : 156, 105
58, 21 : 43, 235 : 154, 4 : 156, 105
121, 39 : 43, 235 : 154, 4 : 156, 105
161, 144 : 43, 235 : 154, 4 : 156, 105
19, 56 : 43, 235 : 154, 4 : 156, 105
99, 63 : 43, 235 : 154, 4 : 156, 105
110, 133 : 43, 235 : 154, 4 : 156, 105
82, 54 : 43, 235 : 154, 4 : 156, 105
30, 69 : 43, 235 : 154, 4 : 156, 105
93, 92 : 43, 235 : 154, 4 : 156, 105
93, 61 : 43, 235 : 154, 4 : 156, 105
41, 83 : 43, 235 : 154, 4 : 156, 105
78, 20 : 43, 235 : 154, 4 : 156, 105
91, 14 : 43, 235 : 154, 4 : 156, 105
131, 43 : 43, 235 : 154, 4 : 156, 105
104, 128 : 43, 235 : 154, 4 : 156, 105
51, 24 : 43, 235 : 154, 4 : 156, 105
20, 79 : 43, 235 : 154, 4 : 156, 105
32, 120 : 43, 235 : 154, 4 : 156, 105
110, 28 : 43, 235 : 154, 4 : 156, 105
97, 21 : 43, 235 : 154, 4 : 156, 105
186, 70 : 43, 235 : 154, 4 : 156, 105
45, 48 : 43, 235 : 154, 4 : 156, 105
14, 81 : 43, 235 : 154, 4 : 156, 105
183, 164 : 43, 235 : 154, 4 : 156, 105
63, 54 : 43, 235 : 154, 4 : 156, 105
143, 78 : 43, 235 : 154, 4 : 156, 105
96, 138 : 43, 235 : 154, 4 : 156, 105
104, 57 : 43, 235 : 154, 4 : 156, 105
152, 50 : 43, 235 : 154, 4 : 156, 105
137, 41 : 43, 235 : 154, 4 : 156, 105
38, 67 : 43, 235 : 154, 4 : 156, 105
103, 37 : 43, 235 : 154, 4 : 156, 105
62, 69 : 43, 235 : 154, 4 : 156, 105
55, 45 : 43, 235 : 154, 4 : 156, 105
40, 52 : 43, 235 : 154, 4 : 156, 105
105, 154 : 43, 235 : 154, 4 : 156, 105
45, 83 : 43, 235 : 154, 4 : 156, 105
96, 40 : 43, 235 : 154, 4 : 156, 105
188, 7 : 43, 235 : 154, 4 : 156, 105
100, 37 : 43, 235 : 154, 4 : 156, 105
