62, 62
113, 38
190, 65
83, 15
75, 94
204, 128
104, 18
99, 13
212, 102
52, 60
154, 43
74, 130
62, 55
92, 85
60, 54
18, 16
141, 45
37, 79
37, 42
142, 51
103, 80
106, 22
43, 19
32, 71
57, 19
105, 73
161, 95
70, 73
79, 34
46, 73
81, 27
102, 89
167, 117
20, 9
119, 46
38, 119
44, 49
91, 77
102, 140
74, 45
121, 36
1, 54
32, 58
117, 66
98, 47
58, 67
29, 76
185, 115
36, 64
18, 43
69, 54
54, 44
63, 34
75, 81
67, 65
102, 86
127, 130
66, 60
117, 41
167, 85
45, 56
133, 55
153, 114
76, 34
105, 67
18, 85
80, 37
66, 34
43, 76
52, 51
59, 14
25, 41
75, 75
93, 109
42, 13
23, 68
59, 93
153, 110
37, 29
117, 80
89, 40
69, 47
112, 91
136, 99
75, 29
138, 26
115, 31
77, 63
43, 63
183, 56
88, 48
69, 91
65, 24
29, 48
73, 91
32, 26
54, 66
36, 57
75, 108
24, 53
