38, 32 : 43, 235 : 154, 4 : 156, 105
40, 49 : 43, 235 : 154, 4 : 156, 105
99, 64 : 43, 235 : 154, 4 : 156, 105
32, 10 : 43, 235 : 154, 4 : 156, 105
87, 78 : 43, 235 : 154, 4 : 156, 105
169, 12 : 43, 235 : 154, 4 : 156, 105
51, 69 : 43, 235 : 154, 4 : 156, 105
64, 105 : 43, 235 : 154, 4 : 156, 105
174, 94 : 43, 235 : 154, 4 : 156, 105
55, 50 : 43, 235 : 154, 4 : 156, 105
52, 82 : 43, 235 : 154, 4 : 156, 105
51, 89 : 43, 235 : 154, 4 : 156, 105
102, 42 : 43, 235 : 154, 4 : 156, 105
41, 83 : 43, 235 : 154, 4 : 156, 105
80, 122 : 43, 235 : 154, 4 : 156, 105
37, 8 : 43, 235 : 154, 4 : 156, 105
126, 43 : 43, 235 : 154, 4 : 156, 105
224, 30 : 43, 235 : 154, 4 : 156, 105
73, 57 : 43, 235 : 154, 4 : 156, 105
70, 58 : 43, 235 : 154, 4 : 156, 105
101, 114 : 43, 235 : 154, 4 : 156, 105
46, 54 : 43, 235 : 154, 4 : 156, 105
24, 29 : 43, 235 : 154, 4 : 156, 105
49, 49 : 43, 235 : 154, 4 : 156, 105
76, 24 : 43, 235 : 154, 4 : 156, 105
61, 99 : 43, 235 : 154, 4 : 156, 105
226, 14 : 43, 235 : 154, 4 : 156, 105
27, 84 : 43, 235 : 154, 4 : 156, 105
21, 58 : 43, 235 : 154, 4 : 156, 105
215, 47 : 43, 235 : 154, 4 : 156, 105
50, 34 : 43, 235 : 154, 4 : 156, 105
78, 107 : 43, 235 : 154, 4 : 156, 105
122, 130 : 43, 235 : 154, 4 : 156, 105
43, 25 : 43, 235 : 154, 4 : 156, 105
83, 25 : 43, 235 : 154, 4 : 156, 105
118, 100 : 43, 235 : 154, 4 : 156, 105
33, 47 : 43, 235 : 154, 4 : 156, 105
119, 60 : 43, 235 : 154, 4 : 156, 105
210, 54 : 43, 235 : 154, 4 : 156, 105
40, 16 : 43, 235 : 154, 4 : 156, 105
115, 65 : 43, 235 : 154, 4 : 156, 105
32, 167 : 43, 235 : 154, 4 : 156, 105
95, 65 : 43, 235 : 154, 4 : 156, 105
140, 55 : 43, 235 : 154, 4 : 156, 105
150, 33 : 43, 235 : 154, 4 : 156, 105
60, 65 : 43, 235 : 154, 4 : 156, 105
12, 118 : 43, 235 : 154, 4 : 156, 105
211, 165 : 43, 235 : 154, 4 : 156, 105
15, 42 : 43, 235 : 154, 4 : 156, 105
125, 69 : 43, 235 : 154, 4 : 156, 105
191, 61 : 43, 235 : 154, 4 : 156, 105
83, 71 : 43, 235 : 154, 4 : 156, 105
148, 55 : 43, 235 : 154, 4 : 156, 105
79, 121 : 43, 235 : 154, 4 : 156, 105
76, 55 : 43, 235 : 154, 4 : 156, 105
134, 35 : 43, 235 : 154, 4 : 156, 105
155, 102 : 43, 235 : 154, 4 : 156, 105
57, 85 : 43, 235 : 154, 4 : 156, 105
73, 44 : 43, 235 : 154, 4 : 156, 105
119, 114 : 43, 235 : 154, 4 : 156, 105
91, 52 : 43, 235 : 154, 4 : 156, 105
11, 74 : 43, 235 : 154, 4 : 156, 105
153, 48 : 43, 235 : 154, 4 : 156, 105
64, 65 : 43, 235 : 154, 4 : 156, 105
34, 47 : 43, 235 : 154, 4 : 156, 105
100, 116 : 43, 235 : 154, 4 : 156, 105
48, 77 : 43, 235 : 154, 4 : 156, 105
76, 106 : 43, 235 : 154, 4 : 156, 105
192, 130 : 43, 235 : 154, 4 : 156, 105
55, 44 : 43, 235 : 154, 4 : 156, 105
73, 95 : 43, 235 : 154, 4 : 156, 105
175, 103 : 43, 235 : 154, 4 : 156, 105
51, 54 : 43, 235 : 154, 4 : 156, 105
65, 113 : 43, 235 : 154, 4 : 156, 105
166, 98 : 43, 235 : 154, 4 : 156, 105
47, 87 : 43, 235 : 154, 4 : 156, 105
42, 55 : 43, 235 : 154, 4 : 156, 105
139, 64 : 43, 235 : 154, 4 : 156, 105
98, 40 : 43, 235 : 154, 4 : 156, 105
113, 91 : 43, 235 : 154, 4 : 156, 105
146, 19 : 43, 235 : 154, 4 : 156, 105
12, 48 : 43, 235 : 154, 4 : 156, 105
124, 49 : 43, 235 : 154, 4 : 156, 105
122, 101 : 43, 235 : 154, 4 : 156, 105
57, 27 : 43, 235 : 154, 4 : 156, 105
112, 44 : 43, 235 : 154, 4 : 156, 105
108, 91 : 43, 235 : 154, 4 : 156, 105
101, 83 : 43, 235 : 154, 4 : 156, 105
127, 40 : 43, 235 : 154, 4 : 156, 105
175, 135 : 43, 235 : 154, 4 : 156, 105
24, 46 : 43, 235 : 154, 4 : 156, 105
133, 103 : 43, 235 : 154, 4 : 156, 105
216, 101 : 43, 235 : 154, 4 : 156, 105
69, 53 : 43, 235 : 154, 4 : 156, 105
119, 97 : 43, 235 : 154, 4 : 156, 105
61, 73 : 43, 235 : 154, 4 : 156, 105
48, 19 : 43, 235 : 154, 4 : 156, 105
105, 56 : 43, 235 : 154, 4 : 156, 105
95, 78 : 43, 235 : 154, 4 : 156, 105
87, 65 : 43, 235 : 154, 4 : 156, 105
