84, 62
68, 45
118, 48
44, 63
36, 82
148, 82
87, 48
46, 102
77, 80
39, 56
76, 76
26, 151
32, 33
91, 80
124, 35
43, 82
177, 66
79, 79
86, 40
37, 117
155, 135
77, 26
120, 30
167, 60
49, 29
81, 45
48, 43
75, 79
49, 43
140, 109
45, 51
103, 117
100, 18
44, 23
87, 75
201, 55
27, 66
125, 86
227, 78
85, 52
112, 32
151, 74
28, 46
63, 105
160, 51
38, 64
78, 98
162, 110
100, 48
121, 59
15, 118
65, 77
90, 51
118, 38
48, 48
66, 90
29, 58
74, 44
56, 87
174, 102
43, 54
149, 29
140, 69
56, 72
37, 43
196, 135
67, 50
63, 85
151, 39
69, 81
72, 33
39, 102
44, 34
93, 64
70, 74
67, 64
74, 110
174, 96
70, 48
58, 17
145, 74
66, 62
120, 9
87, 120
44, 73
82, 76
172, 123
32, 60
124, 78
78, 150
76, 55
129, 87
136, 37
53, 75
36, 28
161, 139
57, 40
71, 20
114, 149
50, 47
