25, 60
26, 91
195, 118
61, 73
124, 76
184, 115
35, 74
64, 71
32, 108
66, 40
83, 102
136, 46
56, 36
139, 89
158, 32
77, 48
145, 113
165, 80
102, 40
37, 44
46, 105
56, 81
76, 52
193, 22
45, 57
107, 56
100, 53
61, 64
25, 39
201, 84
109, 31
89, 59
217, 139
69, 35
71, 78
144, 97
79, 25
52, 101
215, 30
25, 32
94, 66
198, 52
62, 22
66, 71
133, 126
71, 42
91, 27
123, 78
47, 26
124, 90
152, 172
67, 55
94, 109
167, 89
25, 50
72, 69
206, 88
10, 24
89, 67
199, 104
80, 62
13, 99
44, 79
37, 26
93, 98
87, 94
37, 74
41, 110
132, 102
84, 75
170, 79
21, 39
21, 21
142, 33
56, 62
55, 57
116, 45
207, 141
56, 65
63, 93
188, 70
62, 10
11, 109
121, 136
97, 61
121, 63
144, 88
21, 36
135, 82
191, 169
27, 28
125, 44
205, 122
58, 58
76, 40
192, 47
46, 49
53, 124
155, 100
67, 10
