90, 45 : 43, 235 : 154, 4 : 156, 105
140, 87 : 43, 235 : 154, 4 : 156, 105
198, 114 : 43, 235 : 154, 4 : 156, 105
68, 73 : 43, 235 : 154, 4 : 156, 105
94, 62 : 43, 235 : 154, 4 : 156, 105
206, 122 : 43, 235 : 154, 4 : 156, 105
54, 77 : 43, 235 : 154, 4 : 156, 105
24, 83 : 43, 235 : 154, 4 : 156, 105
149, 106 : 43, 235 : 154, 4 : 156, 105
26, 49 : 43, 235 : 154, 4 : 156, 105
121, 97 : 43, 235 : 154, 4 : 156, 105
179, 103 : 43, 235 : 154, 4 : 156, 105
91, 49 : 43, 235 : 154, 4 : 156, 105
94, 36 : 43, 235 : 154, 4 : 156, 105
93, 101 : 43, 235 : 154, 4 : 156, 105
57, 47 : 43, 235 : 154, 4 : 156, 105
93, 65 : 43, 235 : 154, 4 : 156, 105
130, 63 : 43, 235 : 154, 4 : 156, 105
41, 55 : 43, 235 : 154, 4 : 156, 105
109, 86 : 43, 235 : 154, 4 : 156, 105
184, 122 : 43, 235 : 154, 4 : 156, 105
12, 19 : 43, 235 : 154, 4 : 156, 105
136, 5 : 43, 235 : 154, 4 : 156, 105
89, 125 : 43, 235 : 154, 4 : 156, 105
40, 31 : 43, 235 : 154, 4 : 156, 105
120, 66 : 43, 235 : 154, 4 : 156, 105
170, 47 : 43, 235 : 154, 4 : 156, 105
55, 70 : 43, 235 : 154, 4 : 156, 105
70, 47 : 43, 235 : 154, 4 : 156, 105
149, 47 : 43, 235 : 154, 4 : 156, 105
45, 75 : 43, 235 : 154, 4 : 156, 105
22, 44 : 43, 235 : 154, 4 : 156, 105
33, 123 : 43, 235 : 154, 4 : 156, 105
63, 37 : 43, 235 : 154, 4 : 156, 105
126, 33 : 43, 235 : 154, 4 : 156, 105
132, 75 : 43, 235 : 154, 4 : 156, 105
46, 7 : 43, 235 : 154, 4 : 156, 105
101, 32 : 43, 235 : 154, 4 : 156, 105
165, 44 : 43, 235 : 154, 4 : 156, 105
100, 15 : 43, 235 : 154, 4 : 156, 105
63, 59 : 43, 235 : 154, 4 : 156, 105
51, 32 : 43, 235 : 154, 4 : 156, 105
54, 47 : 43, 235 : 154, 4 : 156, 105
129, 68 : 43, 235 : 154, 4 : 156, 105
47, 114 : 43, 235 : 154, 4 : 156, 105
84, 61 : 43, 235 : 154, 4 : 156, 105
143, 108 : 43, 235 : 154, 4 : 156, 105
87, 82 : 43, 235 : 154, 4 : 156, 105
26, 39 : 43, 235 : 154, 4 : 156, 105
77, 75 : 43, 235 : 154, 4 : 156, 105
78, 33 : 43, 235 : 154, 4 : 156, 105
78, 61 : 43, 235 : 154, 4 : 156, 105
66, 38 : 43, 235 : 154, 4 : 156, 105
198, 64 : 43, 235 : 154, 4 : 156, 105
73, 34 : 43, 235 : 154, 4 : 156, 105
95, 58 : 43, 235 : 154, 4 : 156, 105
193, 119 : 43, 235 : 154, 4 : 156, 105
40, 60 : 43, 235 : 154, 4 : 156, 105
101, 64 : 43, 235 : 154, 4 : 156, 105
102, 129 : 43, 235 : 154, 4 : 156, 105
64, 69 : 43, 235 : 154, 4 : 156, 105
43, 67 : 43, 235 : 154, 4 : 156, 105
37, 162 : 43, 235 : 154, 4 : 156, 105
24, 16 : 43, 235 : 154, 4 : 156, 105
66, 117 : 43, 235 : 154, 4 : 156, 105
185, 144 : 43, 235 : 154, 4 : 156, 105
40, 45 : 43, 235 : 154, 4 : 156, 105
42, 80 : 43, 235 : 154, 4 : 156, 105
69, 116 : 43, 235 : 154, 4 : 156, 105
96, 57 : 43, 235 : 154, 4 : 156, 105
98, 106 : 43, 235 : 154, 4 : 156, 105
174, 133 : 43, 235 : 154, 4 : 156, 105
70, 33 : 43, 235 : 154, 4 : 156, 105
61, 50 : 43, 235 : 154, 4 : 156, 105
222, 155 : 43, 235 : 154, 4 : 156, 105
59, 32 : 43, 235 : 154, 4 : 156, 105
44, 98 : 43, 235 : 154, 4 : 156, 105
78, 62 : 43, 235 : 154, 4 : 156, 105
35, 44 : 43, 235 : 154, 4 : 156, 105
131, 106 : 43, 235 : 154, 4 : 156, 105
89, 48 : 43, 235 : 154, 4 : 156, 105
40, 63 : 43, 235 : 154, 4 : 156, 105
114, 109 : 43, 235 : 154, 4 : 156, 105
148, 115 : 43, 235 : 154, 4 : 156, 105
42, 23 : 43, 235 : 154, 4 : 156, 105
39, 28 : 43, 235 : 154, 4 : 156, 105
24, 63 : 43, 235 : 154, 4 : 156, 105
91, 44 : 43, 235 : 154, 4 : 156, 105
122, 88 : 43, 235 : 154, 4 : 156, 105
219, 151 : 43, 235 : 154, 4 : 156, 105
94, 69 : 43, 235 : 154, 4 : 156, 105
129, 22 : 43, 235 : 154, 4 : 156, 105
50, 58 : 43, 235 : 154, 4 : 156, 105
20, 69 : 43, 235 : 154, 4 : 156, 105
81, 10 : 43, 235 : 154, 4 : 156, 105
108, 132 : 43, 235 : 154, 4 : 156, 105
72, 29 : 43, 235 : 154, 4 : 156, 105
139, 36 : 43, 235 : 154, 4 : 156, 105
79, 46 : 43, 235 : 154, 4 : 156, 105
40, 48 : 43, 235 : 154, 4 : 156, 105
