96, 47
53, 53
179, 116
56, 23
69, 49
116, 102
74, 63
20, 90
125, 78
11, 46
54, 106
196, 116
43, 12
123, 117
152, 88
43, 63
98, 58
43, 124
54, 45
143, 68
191, 72
58, 13
155, 97
134, 126
64, 32
77, 110
56, 127
34, 56
84, 17
21, 126
23, 50
55, 87
179, 30
8, 54
78, 70
160, 42
60, 6
103, 72
99, 112
64, 44
108, 111
148, 141
24, 35
43, 73
167, 74
53, 46
131, 66
188, 74
43, 44
95, 76
75, 44
100, 7
64, 8
143, 87
22, 57
151, 16
105, 110
93, 46
135, 80
145, 96
78, 58
128, 43
189, 127
47, 74
54, 46
91, 56
92, 2
130, 44
78, 53
39, 69
43, 53
68, 141
79, 47
43, 116
220, 63
80, 61
55, 29
162, 167
66, 14
93, 76
143, 157
58, 90
51, 59
87, 112
52, 52
27, 82
128, 51
56, 38
164, 48
141, 95
59, 16
140, 69
155, 25
84, 37
61, 74
170, 141
77, 41
66, 45
75, 130
100, 42
