58, 67
139, 70
108, 69
84, 23
14, 110
75, 138
18, 29
111, 94
130, 83
58, 68
164, 36
125, 165
84, 58
87, 102
12, 171
77, 53
102, 36
156, 102
73, 18
125, 83
135, 95
18, 77
85, 102
61, 36
32, 53
130, 99
65, 102
49, 45
86, 88
197, 18
36, 42
109, 95
152, 66
40, 29
102, 45
53, 67
65, 79
102, 61
133, 57
53, 45
127, 76
49, 93
42, 35
140, 32
144, 96
68, 41
154, 53
87, 132
55, 33
72, 85
38, 64
63, 53
83, 36
3, 97
54, 10
98, 65
160, 25
43, 33
124, 23
64, 125
108, 62
35, 82
143, 12
27, 24
20, 33
220, 67
54, 25
46, 64
48, 41
71, 33
102, 48
166, 71
83, 71
43, 56
191, 103
16, 39
109, 24
176, 92
46, 22
33, 80
204, 98
68, 52
133, 103
58, 48
30, 18
123, 67
191, 101
106, 40
40, 14
128, 131
41, 69
132, 89
84, 138
65, 27
78, 52
115, 88
38, 28
40, 64
44, 133
54, 44
