36, 31 : 43, 235 : 154, 4 : 156, 105
30, 41 : 43, 235 : 154, 4 : 156, 105
95, 26 : 43, 235 : 154, 4 : 156, 105
97, 48 : 43, 235 : 154, 4 : 156, 105
95, 48 : 43, 235 : 154, 4 : 156, 105
35, 100 : 43, 235 : 154, 4 : 156, 105
52, 64 : 43, 235 : 154, 4 : 156, 105
52, 83 : 43, 235 : 154, 4 : 156, 105
45, 51 : 43, 235 : 154, 4 : 156, 105
42, 34 : 43, 235 : 154, 4 : 156, 105
48, 65 : 43, 235 : 154, 4 : 156, 105
28, 6 : 43, 235 : 154, 4 : 156, 105
87, 68 : 43, 235 : 154, 4 : 156, 105
107, 25 : 43, 235 : 154, 4 : 156, 105
197, 22 : 43, 235 : 154, 4 : 156, 105
35, 14 : 43, 235 : 154, 4 : 156, 105
65, 85 : 43, 235 : 154, 4 : 156, 105
152, 31 : 43, 235 : 154, 4 : 156, 105
73, 49 : 43, 235 : 154, 4 : 156, 105
82, 65 : 43, 235 : 154, 4 : 156, 105
174, 45 : 43, 235 : 154, 4 : 156, 105
71, 52 : 43, 235 : 154, 4 : 156, 105
126, 57 : 43, 235 : 154, 4 : 156, 105
68, 70 : 43, 235 : 154, 4 : 156, 105
73, 39 : 43, 235 : 154, 4 : 156, 105
43, 57 : 43, 235 : 154, 4 : 156, 105
70, 111 : 43, 235 : 154, 4 : 156, 105
26, 15 : 43, 235 : 154, 4 : 156, 105
112, 76 : 43, 235 : 154, 4 : 156, 105
90, 54 : 43, 235 : 154, 4 : 156, 105
68, 46 : 43, 235 : 154, 4 : 156, 105
6, 25 : 43, 235 : 154, 4 : 156, 105
189, 141 : 43, 235 : 154, 4 : 156, 105
73, 46 : 43, 235 : 154, 4 : 156, 105
126, 76 : 43, 235 : 154, 4 : 156, 105
71, 81 : 43, 235 : 154, 4 : 156, 105
72, 48 : 43, 235 : 154, 4 : 156, 105
55, 11 : 43, 235 : 154, 4 : 156, 105
97, 15 : 43, 235 : 154, 4 : 156, 105
72, 68 : 43, 235 : 154, 4 : 156, 105
59, 40 : 43, 235 : 154, 4 : 156, 105
88, 68 : 43, 235 : 154, 4 : 156, 105
38, 30 : 43, 235 : 154, 4 : 156, 105
55, 37 : 43, 235 : 154, 4 : 156, 105
157, 41 : 43, 235 : 154, 4 : 156, 105
30, 56 : 43, 235 : 154, 4 : 156, 105
11, 73 : 43, 235 : 154, 4 : 156, 105
48, 56 : 43, 235 : 154, 4 : 156, 105
28, 4 : 43, 235 : 154, 4 : 156, 105
139, 98 : 43, 235 : 154, 4 : 156, 105
101, 130 : 43, 235 : 154, 4 : 156, 105
36, 44 : 43, 235 : 154, 4 : 156, 105
149, 86 : 43, 235 : 154, 4 : 156, 105
81, 98 : 43, 235 : 154, 4 : 156, 105
27, 25 : 43, 235 : 154, 4 : 156, 105
109, 27 : 43, 235 : 154, 4 : 156, 105
77, 158 : 43, 235 : 154, 4 : 156, 105
84, 24 : 43, 235 : 154, 4 : 156, 105
46, 36 : 43, 235 : 154, 4 : 156, 105
137, 146 : 43, 235 : 154, 4 : 156, 105
50, 70 : 43, 235 : 154, 4 : 156, 105
75, 125 : 43, 235 : 154, 4 : 156, 105
145, 44 : 43, 235 : 154, 4 : 156, 105
38, 3 : 43, 235 : 154, 4 : 156, 105
114, 55 : 43, 235 : 154, 4 : 156, 105
63, 38 : 43, 235 : 154, 4 : 156, 105
55, 41 : 43, 235 : 154, 4 : 156, 105
141, 55 : 43, 235 : 154, 4 : 156, 105
119, 61 : 43, 235 : 154, 4 : 156, 105
41, 24 : 43, 235 : 154, 4 : 156, 105
43, 55 : 43, 235 : 154, 4 : 156, 105
122, 101 : 43, 235 : 154, 4 : 156, 105
83, 27 : 43, 235 : 154, 4 : 156, 105
161, 10 : 43, 235 : 154, 4 : 156, 105
112, 87 : 43, 235 : 154, 4 : 156, 105
46, 33 : 43, 235 : 154, 4 : 156, 105
80, 71 : 43, 235 : 154, 4 : 156, 105
241, 103 : 43, 235 : 154, 4 : 156, 105
59, 36 : 43, 235 : 154, 4 : 156, 105
137, 97 : 43, 235 : 154, 4 : 156, 105
179, 137 : 43, 235 : 154, 4 : 156, 105
71, 28 : 43, 235 : 154, 4 : 156, 105
62, 30 : 43, 235 : 154, 4 : 156, 105
193, 113 : 43, 235 : 154, 4 : 156, 105
48, 46 : 43, 235 : 154, 4 : 156, 105
100, 37 : 43, 235 : 154, 4 : 156, 105
204, 92 : 43, 235 : 154, 4 : 156, 105
100, 19 : 43, 235 : 154, 4 : 156, 105
124, 117 : 43, 235 : 154, 4 : 156, 105
138, 85 : 43, 235 : 154, 4 : 156, 105
44, 23 : 43, 235 : 154, 4 : 156, 105
102, 54 : 43, 235 : 154, 4 : 156, 105
63, 78 : 43, 235 : 154, 4 : 156, 105
56, 39 : 43, 235 : 154, 4 : 156, 105
103, 131 : 43, 235 : 154, 4 : 156, 105
55, 115 : 43, 235 : 154, 4 : 156, 105
38, 14 : 43, 235 : 154, 4 : 156, 105
36, 25 : 43, 235 : 154, 4 : 156, 105
193, 41 : 43, 235 : 154, 4 : 156, 105
58, 36 : 43, 235 : 154, 4 : 156, 105
