29, 43
57, 97
145, 157
91, 34
149, 53
66, 124
57, 64
24, 73
27, 136
51, 23
128, 4
114, 134
56, 52
109, 43
149, 82
51, 32
49, 67
64, 85
61, 75
147, 45
90, 91
47, 12
132, 94
93, 85
31, 23
109, 66
15, 112
35, 72
159, 58
68, 115
41, 37
95, 96
112, 137
60, 51
30, 13
77, 55
59, 55
104, 72
198, 71
17, 87
30, 80
156, 30
58, 62
35, 48
198, 12
87, 43
169, 91
196, 50
34, 72
69, 6
49, 105
101, 61
87, 18
133, 103
67, 61
68, 75
93, 141
60, 6
147, 100
103, 46
70, 82
80, 84
47, 116
53, 34
101, 96
46, 115
34, 68
103, 79
188, 49
82, 39
27, 53
87, 132
67, 63
141, 127
185, 112
71, 57
37, 23
216, 29
71, 47
86, 17
28, 98
75, 61
47, 70
110, 114
102, 40
107, 110
64, 63
32, 39
176, 127
68, 54
43, 30
130, 108
43, 7
47, 12
18, 68
135, 105
58, 68
52, 84
60, 111
45, 45
