66, 33
61, 117
46, 36
68, 37
102, 25
38, 61
74, 21
69, 68
96, 57
21, 2
127, 105
148, 97
71, 42
54, 32
189, 30
68, 15
93, 74
86, 105
37, 9
96, 63
50, 104
83, 35
85, 34
181, 56
57, 81
38, 104
48, 126
52, 8
43, 42
72, 86
10, 20
139, 53
70, 132
64, 67
109, 125
210, 25
65, 49
27, 39
125, 62
58, 24
40, 48
135, 43
87, 55
42, 100
74, 134
36, 15
6, 76
140, 121
87, 17
86, 114
129, 36
20, 31
134, 67
82, 53
70, 67
67, 57
124, 54
91, 76
140, 107
106, 55
25, 37
94, 29
18, 80
78, 36
148, 20
145, 65
18, 76
27, 47
156, 134
54, 6
98, 26
154, 89
51, 49
133, 15
51, 137
21, 27
128, 39
77, 122
74, 45
126, 26
143, 84
40, 35
57, 80
133, 74
32, 47
15, 56
180, 148
41, 15
128, 44
78, 104
106, 69
141, 79
94, 120
101, 35
44, 55
181, 54
73, 35
18, 48
63, 131
83, 38
