47, 67
80, 56
42, 103
92, 38
114, 86
144, 7
96, 54
152, 41
23, 56
54, 40
86, 88
83, 101
35, 51
136, 115
112, 131
31, 59
50, 63
171, 88
107, 23
67, 67
112, 136
41, 72
137, 71
175, 126
59, 54
123, 47
172, 123
49, 74
113, 97
78, 136
46, 21
95, 49
147, 50
74, 14
70, 71
172, 77
5, 53
119, 57
157, 80
76, 54
84, 41
80, 93
58, 42
73, 118
113, 86
62, 20
49, 42
18, 70
36, 54
99, 49
49, 73
68, 52
120, 46
176, 118
80, 56
101, 85
163, 69
97, 35
69, 60
166, 146
27, 63
51, 95
189, 115
54, 23
69, 69
195, 84
62, 36
132, 117
29, 115
68, 55
97, 106
184, 70
70, 47
158, 86
101, 102
71, 78
35, 102
83, 35
39, 28
86, 78
149, 82
97, 29
12, 47
180, 51
39, 58
58, 53
79, 70
10, 39
143, 102
159, 130
61, 23
89, 49
129, 133
93, 26
63, 98
156, 110
77, 49
112, 126
40, 145
51, 47
